Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Regulation Of Macromolecule Biosynthetic Process (GO:0010556)	2/53	0.00114467429134881	0.101468923256369	0	0	45.9746251441753	311.369361990423	PDGFA;MSI2
Regulation Of Cellular Biosynthetic Process (GO:0031326)	2/70	0.00198689242164234	0.101468923256369	0	0	34.4515570934256	214.329457091069	PDGFA;MSI2
Cholesterol Catabolic Process (GO:0006707)	1/6	0.00568711573898333	0.101468923256369	0	0	221.955555555556	1147.41079930952	SCARF1
Sterol Catabolic Process (GO:0016127)	1/6	0.00568711573898333	0.101468923256369	0	0	221.955555555556	1147.41079930952	SCARF1
Alcohol Catabolic Process (GO:0046164)	1/8	0.00757601220630419	0.101468923256369	0	0	158.52380952381	774.03503382755	SCARF1
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	1/9	0.00851918580033513	0.101468923256369	0	0	138.701388888889	660.972384647939	PDGFA
Neuron Remodeling (GO:0016322)	1/9	0.00851918580033513	0.101468923256369	0	0	138.701388888889	660.972384647939	SCARF1
Regulation Of Axon Regeneration (GO:0048679)	1/10	0.00946151051239574	0.101468923256369	0	0	123.283950617284	574.567716360615	SCARF1
Regulation Of Mesenchymal Cell Proliferation (GO:0010464)	1/11	0.0104029870187894	0.101468923256369	0	0	110.95	506.560232265719	PDGFA
Cell Projection Assembly (GO:0030031)	1/12	0.0113436160025479	0.101468923256369	0	0	100.858585858586	451.75570806003	PDGFA
Negative Regulation Of Cell Activation (GO:0050866)	1/13	0.0122833981550329	0.101468923256369	0	0	92.4490740740741	406.730318192587	PDGFA
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)	1/15	0.0141604247470608	0.101468923256369	0	0	79.234126984127	337.323781189166	PDGFA
Negative Regulation Of Platelet Activation (GO:0010544)	1/15	0.0141604247470608	0.101468923256369	0	0	79.234126984127	337.323781189166	PDGFA
Phosphatidylinositol Dephosphorylation (GO:0046856)	1/16	0.0150976705893844	0.101468923256369	0	0	73.9481481481481	310.080470183968	SYNJ2
Dicarboxylic Acid Catabolic Process (GO:0043649)	1/16	0.0150976705893844	0.101468923256369	0	0	73.9481481481481	310.080470183968	ACSF3
Neuron Maturation (GO:0042551)	1/17	0.0160340723954654	0.101468923256369	0	0	69.3229166666667	286.514338713971	SCARF1
