Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678	1/47	0.0163367782286596	0.0855128956581009	0	0	72.2717391304348	297.350245537185	RPS4Y2
Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695	1/50	0.017371741450284	0.0855128956581009	0	0	67.8367346938775	274.936210768444	RPS4Y2
Ribosomal Scanning And Start Codon Recognition R-HSA-72702	1/57	0.0197830271154542	0.0855128956581009	0	0	59.3363095238095	232.772243623705	RPS4Y2
Translation Initiation Complex Formation R-HSA-72649	1/57	0.0197830271154542	0.0855128956581009	0	0	59.3363095238095	232.772243623705	RPS4Y2
Neurexins And Neuroligins R-HSA-6794361	1/57	0.0197830271154542	0.0855128956581009	0	0	59.3363095238095	232.772243623705	NLGN4Y
mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	1/58	0.0201270821818301	0.0855128956581009	0	0	58.2923976608187	227.671976244605	RPS4Y2
Peptide Chain Elongation R-HSA-156902	1/86	0.0297186959454334	0.0855128956581009	0	0	39.0352941176471	137.247271960534	RPS4Y2
Protein-protein Interactions At Synapses R-HSA-6794362	1/88	0.0304007210272824	0.0855128956581009	0	0	38.1340996168582	133.213428918396	NLGN4Y
Viral mRNA Translation R-HSA-192823	1/90	0.0310823351837607	0.0855128956581009	0	0	37.2734082397004	129.380309614547	RPS4Y2
Selenocysteine Synthesis R-HSA-2408557	1/90	0.0310823351837607	0.0855128956581009	0	0	37.2734082397004	129.380309614547	RPS4Y2
Eukaryotic Translation Elongation R-HSA-156842	1/90	0.0310823351837607	0.0855128956581009	0	0	37.2734082397004	129.380309614547	RPS4Y2
Eukaryotic Translation Termination R-HSA-72764	1/90	0.0310823351837607	0.0855128956581009	0	0	37.2734082397004	129.380309614547	RPS4Y2
Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	1/92	0.0317635386122593	0.0855128956581009	0	0	36.4505494505495	125.733845934523	RPS4Y2
Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012	1/98	0.0338046866171996	0.0855128956581009	0	0	34.1855670103093	115.791842559515	RPS4Y2
Formation Of A Pool Of Free 40S Subunits R-HSA-72689	1/98	0.0338046866171996	0.0855128956581009	0	0	34.1855670103093	115.791842559515	RPS4Y2
SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	1/108	0.0371984046126248	0.0855128956581009	0	0	30.9750778816199	101.954140678175	RPS4Y2
L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	1/108	0.0371984046126248	0.0855128956581009	0	0	30.9750778816199	101.954140678175	RPS4Y2
