Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
HDMs Demethylate Histones R-HSA-3214842	2/26	7.26588324594917e-05	0.00340016559762369	0	0	207.979166666667	1981.98646860958	KDM5C;KDM6A
Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652	2/30	9.7147588503534e-05	0.00340016559762369	0	0	178.232142857143	1646.73653113622	USP9X;UBA1
Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695	2/50	0.000272123093426778	0.00427487113105517	0	0	103.864583333333	852.650958556786	EIF2S3;EIF1AX
Translation Initiation Complex Formation R-HSA-72649	2/57	0.000353876744315769	0.00427487113105517	0	0	90.6136363636364	720.066869020976	EIF2S3;EIF1AX
Ribosomal Scanning And Start Codon Recognition R-HSA-72702	2/57	0.000353876744315769	0.00427487113105517	0	0	90.6136363636364	720.066869020976	EIF2S3;EIF1AX
mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	2/58	0.000366417525519015	0.00427487113105517	0	0	88.9910714285714	704.073960914209	EIF2S3;EIF1AX
Protein Ubiquitination R-HSA-8852135	2/76	0.000628730143298291	0.00628730143298291	0	0	67.2837837837838	496.003163711321	USP9X;UBA1
Metabolism Of Proteins R-HSA-392499	5/1890	0.00125805747357392	0.0090098116877125	0	0	9.60477453580902	64.1424750189791	EIF2S3;USP9X;EIF1AX;UBA1;SMC1A
L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	2/108	0.00126383620235417	0.0090098116877125	0	0	46.8962264150943	312.966824417215	EIF2S3;EIF1AX
GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706	2/109	0.0012871159553875	0.0090098116877125	0	0	46.4556074766355	309.178385614348	EIF2S3;EIF1AX
Cap-dependent Translation Initiation R-HSA-72737	2/116	0.00145583567666277	0.00926440885149034	0	0	43.5877192982456	284.722618807131	EIF2S3;EIF1AX
Recycling Of eIF2:GDP R-HSA-72731	1/8	0.00399364626134036	0.0232962698578188	0	0	317.190476190476	1751.8590547314	EIF2S3
Cohesin Loading Onto Chromatin R-HSA-2470946	1/10	0.00498981788934786	0.0268682501734116	0	0	246.679012345679	1307.48654986014	SMC1A
Establishment Of Sister Chromatid Cohesion R-HSA-2468052	1/11	0.00548756766902295	0.0274378383451147	0	0	222	1155.5699775562	SMC1A
Chromatin Modifying Enzymes R-HSA-3247509	2/238	0.0059585913720441	0.0278067597362058	0	0	20.9258474576271	107.201466999706	KDM5C;KDM6A
Mitotic Telophase/Cytokinesis R-HSA-68884	1/13	0.00648239549203707	0.0283604802776622	0	0	184.981481481481	932.059746399125	SMC1A
Response Of EIF2AK1 (HRI) To Heme Deficiency R-HSA-9648895	1/15	0.00747632815644859	0.0307848806442001	0	0	158.539682539683	776.212425317664	EIF2S3
Translation R-HSA-72766	2/281	0.00821670492475335	0.0319538524851519	0	0	17.6621863799283	84.8065070458175	EIF2S3;EIF1AX
Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795	1/31	0.0153956417644848	0.0556104703842232	0	0	73.9259259259259	308.542479281304	USP9X
PERK Regulates Gene Expression R-HSA-381042	1/32	0.0158887058240638	0.0556104703842232	0	0	71.5376344086021	296.31937970283	EIF2S3
RHOV GTPase Cycle R-HSA-9013424	1/37	0.0183506949831896	0.0611689832772988	0	0	61.5864197530864	246.227915397722	USP9X
RHOU GTPase Cycle R-HSA-9013420	1/39	0.0193339377497967	0.0615170746584439	0	0	58.3391812865497	230.20018425525	USP9X
Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793	1/51	0.0252148061968427	0.07674071451213	0	0	44.3111111111111	163.079241679152	USP9X
Post-translational Protein Modification R-HSA-597592	3/1383	0.0274118928396088	0.0799513541155256	0	0	5.77950310559006	20.7875914388717	USP9X;UBA1;SMC1A
Meiotic Synapsis R-HSA-1221632	1/60	0.0296046094730556	0.0828929065245558	0	0	37.5348399246704	132.116075607535	SMC1A
Peroxisomal Protein Import R-HSA-9033241	1/63	0.0310639188209323	0.0836336275948176	0	0	35.7132616487455	123.98602688033	USP9X
SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214	1/76	0.0373647978046119	0.0968716980119568	0	0	29.5037037037037	96.979448633994	SMC1A
Amyloid Fiber Formation R-HSA-977225	1/79	0.0388135997677024	0.0970339994192559	0	0	28.3646723646724	92.1563832512611	USP9X
Meiosis R-HSA-1500620	1/88	0.0431482391729825	0.0975388851991054	0	0	25.418901660281	79.894497269575	SMC1A
Unfolded Protein Response (UPR) R-HSA-381119	1/89	0.0436287781768768	0.0975388851991054	0	0	25.1287878787879	78.7043259793786	EIF2S3
Activation Of HOX Genes During Differentiation R-HSA-5619507	1/91	0.0445892046624482	0.0975388851991054	0	0	24.5679012345679	76.4126464122397	KDM6A
Signaling By TGF-beta Receptor Complex R-HSA-170834	1/91	0.0445892046624482	0.0975388851991054	0	0	24.5679012345679	76.4126464122397	USP9X
Formation Of A Pool Of Free 40S Subunits R-HSA-72689	1/98	0.0479438656358351	0.0987079586620134	0	0	22.786941580756	69.220448859451	EIF1AX
Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012	1/98	0.0479438656358351	0.0987079586620134	0	0	22.786941580756	69.220448859451	EIF2S3
ABC-family Proteins Mediated Transport R-HSA-382556	1/102	0.0498560516752303	0.0997121033504606	0	0	21.8800880088009	65.6099686868589	EIF2S3
Resolution Of Sister Chromatid Cohesion R-HSA-2500257	1/106	0.0517647805964338	0.100653740048621	0	0	21.042328042328	62.3072859663839	SMC1A
Reproduction R-HSA-1474165	1/113	0.0550967542198213	0.104002663189092	0	0	19.7202380952381	57.1623535389413	SMC1A
