weights	features	abs_weight
0.500061564627498	cg25813447/MID1IP1	0.500061564627498
0.500927319682525	cg18403317/CXorf22	0.500927319682525
0.501487831677942	cg06967228/NA	0.501487831677942
0.502523990953374	cg05135828/SLITRK4	0.502523990953374
0.503829232504631	cg06084034/DNASE1L1	0.503829232504631
0.506214335881207	cg02283535/IL1RAPL2	0.506214335881207
0.506730708698173	cg25548414/FLJ30058	0.506730708698173
0.506749801274463	cg05829338/NA	0.506749801274463
0.510993076738105	cg17223593/GPC4	0.510993076738105
0.511955366399241	cg08609270/SLITRK2	0.511955366399241
0.514787974360218	cg05849875/GABRQ	0.514787974360218
0.516995171443793	cg26628435/BEX1	0.516995171443793
0.519183236257572	cg13182391/RAI2	0.519183236257572
0.519214475046638	cg12842316/SLITRK4	0.519214475046638
0.521134767470283	cg17818432/FAM127C	0.521134767470283
0.521531900995823	cg19859323/NA	0.521531900995823
0.526262334856161	cg08617833/SMARCA1	0.526262334856161
0.527279123700762	cg11673013/BEX5	0.527279123700762
0.527943037278791	cg21459545/DNASE1L1	0.527943037278791
0.529956291893022	cg27465534/ASB9	0.529956291893022
0.530062630795063	cg05064925/COL4A6	0.530062630795063
0.53583351082946	cg14828248/FLJ30058	0.53583351082946
0.538725182727069	cg11028627/VMA21	0.538725182727069
0.539442563457412	cg15309236/BHLHB9	0.539442563457412
0.541688422015638	cg16891080/TCEAL6	0.541688422015638
0.542128861156007	cg04376185/SCML1	0.542128861156007
0.544325976089108	cg02285579/NA	0.544325976089108
0.544902206712823	cg17481638/WWC3	0.544902206712823
0.544950037387313	cg03100923/FGF13	0.544950037387313
0.544988103459376	cg09513996/NA	0.544988103459376
0.548750293632709	cg25870731/LDOC1	0.548750293632709
0.551458105211448	cg05467600/ESX1	0.551458105211448
0.556672601375031	cg16166036/WWC3	0.556672601375031
0.560718957356393	cg10191387/GRIA3	0.560718957356393
0.560750156451953	cg25943986/RPS6KA6	0.560750156451953
0.563482816165323	cg21114303/PHF8	0.563482816165323
0.564674772451024	cg26937423/TCEAL2	0.564674772451024
0.567006567449309	cg27488875/BGN	0.567006567449309
0.570780506900359	cg07987169/TLR8	0.570780506900359
0.574464778721804	cg06558166/GPC4	0.574464778721804
