weights	features	abs_weight
-0.568651029701142	cg05530472/AMELY	0.568651029701142
-0.583919374868565	cg10252249/NA	0.583919374868565
-0.626339665744163	cg20764275/NA	0.626339665744163
-0.643078972849563	cg05964935/NA	0.643078972849563
-0.651097854891498	cg00271873/NA	0.651097854891498
-0.657070377935364	cg02050847/RPS4Y2	0.657070377935364
-0.663535775240763	cg21106100/NA	0.663535775240763
-0.697907413945075	cg04576441/NA	0.697907413945075
-0.700851163722295	cg14742615/NA	0.700851163722295
-0.73045680318507	cg03278611/NLGN4Y	0.73045680318507
-0.76102342242329	cg03905640/FAM41AY2	0.76102342242329
-0.813329301531637	cg02522936/TTTY10	0.813329301531637
-0.815405113111011	cg25667057/NA	0.815405113111011
-0.819142256682183	cg27545697/NA	0.819142256682183
-0.819856184077522	cg03601053/DDX3Y	0.819856184077522
-0.82514105682689	cg09228985/BCORL2	0.82514105682689
-0.841453817518951	cg10422744/NA	0.841453817518951
