weights	features	abs_weight
0.747801416203049	cg14635659/NA	0.747801416203049
0.750289065400599	cg20063728/PDGFA	0.750289065400599
0.75053935460935	cg01099825/COBRA1	0.75053935460935
0.752659788730678	cg24042854/C3orf21	0.752659788730678
0.7581277335065	cg09237133/SECTM1	0.7581277335065
0.760573285569093	cg19811761/ZNF471	0.760573285569093
0.763031786920645	cg05987787/SYNJ2	0.763031786920645
0.768308263796607	cg24732137/ZNF667	0.768308263796607
0.770465061050402	cg27064708/RAD51L1	0.770465061050402
0.772866174593686	cg00869668/SCARF1	0.772866174593686
0.7787604902381	cg26003360/YPEL2	0.7787604902381
0.780091877833254	cg10156706/CDKL4	0.780091877833254
0.789153608670576	cg22136363/LSP1	0.789153608670576
0.800556293808376	cg08687005/ZNF667	0.800556293808376
0.803300874100896	cg10512427/ACSF3	0.803300874100896
0.808457366974726	cg27436190/ZNF236	0.808457366974726
0.80872332912362	cg18723409/LSP1	0.80872332912362
0.809449540539159	cg18052713/MSI2	0.809449540539159
0.812196509999384	cg07460565/ZNF236	0.812196509999384
0.813367584441549	cg07499259/TNFRSF8	0.813367584441549
0.816275105971534	cg26289317/LPL	0.816275105971534
0.824731230579053	cg26446535/GRLF1	0.824731230579053
0.836868871486191	cg05314414/ACSF3	0.836868871486191
0.841643862060925	cg00463840/TNFRSF8	0.841643862060925
0.844810560503522	cg19358877/ZNF471	0.844810560503522
0.907601710452943	cg12712184/NA	0.907601710452943
0.91535561088868	cg00674365/ZNF471	0.91535561088868
0.939144649291683	cg01399475/TBC1D19	0.939144649291683
