X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000170027	530.085354320348	0.775589333632332	0.133357286659466	5.81587518058039	6.03174635601023e-09	1.07532633646871e-05	YWHAG
ENSG00000148411	548.215251903307	0.934193398929898	0.163034621511196	5.73003077671907	1.00412414411726e-08	1.46465199021467e-05	NACC2
ENSG00000138829	67.5684807132519	1.72535544545184	0.307887478938598	5.60385063855074	2.09641378841435e-08	2.30948001762263e-05	FBN2
ENSG00000138061	220.798634375009	1.51572518139514	0.275322506203079	5.50527162598588	3.68599502597286e-08	2.81627572341593e-05	CYP1B1
ENSG00000101384	30.2264140917426	1.73851767258264	0.321425915075383	5.40876634721538	6.34603569786717e-08	4.07288571089115e-05	JAG1
ENSG00000166747	499.732454368204	0.746753205773764	0.140461385764059	5.31643057422293	1.05822571937369e-07	5.30600989604716e-05	AP1G1
ENSG00000173153	262.003009240212	0.728230704795043	0.136897850585724	5.31951890902064	1.04042000373761e-07	5.30600989604716e-05	ESRRA
ENSG00000070444	297.037132235865	0.539267653038556	0.102545952374819	5.25879023549812	1.45006182210312e-07	6.84301233401311e-05	MNT
ENSG00000058091	136.792188221017	0.885844742476521	0.170020110268718	5.21023507793542	1.88601509425452e-07	8.44328273578163e-05	CDK14
ENSG00000116017	445.959738160596	0.784808500059771	0.150652060483116	5.20941099340439	1.89441058577836e-07	8.44328273578163e-05	ARID3A
ENSG00000089902	583.945546853584	0.752467228403054	0.145096824034931	5.18596622226482	2.14897759459924e-07	8.84111423213971e-05	RCOR1
ENSG00000211640	50.5592708899144	1.96393463990315	0.382002883938428	5.14115134329641	2.73059984999127e-07	0.000106859694129537	IGLV6-57
ENSG00000170476	121.95264304619	1.52973413385468	0.298450712486103	5.12558378940343	2.96617214739468e-07	0.000113314838345113	MZB1
ENSG00000070614	626.727899890991	1.11153133009714	0.217397483645957	5.11289878546767	3.1725230466897e-07	0.000118379377404968	NDST1
ENSG00000134955	274.730427089917	1.16611086141858	0.228988722831868	5.0924379462773	3.53488425939806e-07	0.000120950924608009	SLC37A2
ENSG00000148358	406.249089467994	0.544293116498932	0.106891710342104	5.09200493431096	3.54296881058052e-07	0.000120950924608009	GPR107
ENSG00000132005	288.981988907069	0.748628819952963	0.147162222932714	5.08709915516331	3.63581768738765e-07	0.000121534780821114	RFX1
