X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000173110	1494.81430975525	8.12632085830906	0.698028092670384	11.6418249403415	2.52553118616602e-31	6.64871340070066e-27	HSPA6
ENSG00000204389	3013.22209527245	6.34483338692492	0.569665026801406	11.1378320388568	8.20934088582924e-29	1.0805955408017e-24	HSPA1A
ENSG00000204388	7355.23677836758	5.40241530712855	0.547470427444365	9.86795822442401	5.73194460771183e-23	5.02997245808739e-19	HSPA1B
ENSG00000127329	114.488216058004	7.85494226442876	0.834758740918131	9.40983529659036	4.96914954637515e-21	2.61635661915744e-17	PTPRB
ENSG00000132002	18161.5413579963	3.63614706855193	0.41768588356031	8.70545836396911	3.16293864982168e-18	1.38779204825343e-14	DNAJB1
ENSG00000166592	90.7701834875643	3.35679511138109	0.470724319247282	7.13112744365708	9.95500896395235e-13	2.01596589219238e-09	RRAD
ENSG00000240457	17.7638557569481	6.3549181643725	0.9103412697513	6.98080859951415	2.93485928296351e-12	4.82894409270608e-09	RN7SL472P
ENSG00000216490	243.861528934089	2.75097477900549	0.402268907444831	6.83864630870775	7.99449899567354e-12	1.16923989200056e-08	IFI30
ENSG00000112299	11.2514554524466	3.26688512619058	0.490428409472731	6.661288504275	2.71437201729902e-11	3.76097672249548e-08	VNN1
ENSG00000186283	5928.29478050172	1.39836258693242	0.211875285750433	6.59993251208896	4.11344991842383e-11	5.41453412762128e-08	TOR3A
ENSG00000259884	137.348472789271	3.73362511023393	0.570982290876712	6.53895080441313	6.19518976348842e-11	7.41338935061801e-08	NR4A1AS
ENSG00000157734	457.960979274649	2.63141564809151	0.403394094707224	6.52318832282694	6.88283534575166e-11	7.87815318748949e-08	SNX22
ENSG00000254206	491.257573497951	1.51684012660001	0.232863654622676	6.51385519589927	7.32461109495025e-11	8.03448798690251e-08	NPIPB11
ENSG00000232810	1771.21651980926	3.70885051457217	0.576084920365692	6.43802742175206	1.21036137396959e-10	1.27455894124494e-07	TNF
ENSG00000164850	21.7354525941159	2.79459903194079	0.43591588823142	6.41086757190457	1.44693843998165e-10	1.46508082195989e-07	GPER1
ENSG00000123358	9251.06278725143	3.3914064327389	0.530646174187535	6.3910880690536	1.64709477618371e-10	1.6011088899669e-07	NR4A1
ENSG00000182870	37.0927800254509	4.20821572602974	0.663024360713104	6.34700016377025	2.19553897526431e-10	1.99309514009684e-07	GALNT9
ENSG00000181126	93.4555236808776	5.4723219049457	0.877504152297814	6.23623476950621	4.48228263981277e-10	3.80647008953907e-07	HLA-V
ENSG00000125347	8394.51515072668	1.64702995138719	0.269365236076059	6.11448594993206	9.68687036382199e-10	7.96926716243681e-07	IRF1
ENSG00000136634	327.661899788728	4.1344734858421	0.678893291891228	6.0900196470118	1.12896831906627e-09	9.00643029325411e-07	IL10
ENSG00000167641	24.2064432599937	4.02973274949523	0.665335202203416	6.05669553655032	1.38946216800357e-09	1.0451137438532e-06	PPP1R14A
ENSG00000127951	563.382228863333	3.02224850944653	0.503711076867635	5.99996436099957	1.97360841316491e-09	1.4042490563508e-06	FGL2
ENSG00000004478	2665.28619671917	1.30762482887676	0.220842320515646	5.92107901159335	3.19836140824961e-09	2.21579111667314e-06	FKBP4
ENSG00000185338	670.7764847876	2.23881289401801	0.379279582413774	5.9028036251516	3.57375572242833e-09	2.41237674740124e-06	SOCS1
ENSG00000271046	56.6047831473422	3.55000004845382	0.605949879292754	5.85857043588699	4.66868594039107e-09	2.99775185528623e-06	AL512631.1
