X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000170027	499.638953225644	-0.630349580049136	0.111161398733838	-5.67057978065236	1.42315077509786e-08	2.50723587802865e-05	YWHAG
ENSG00000160179	315.724246055687	-1.41506326989786	0.253775054887196	-5.57605344830627	2.46036361165968e-08	2.84926713533347e-05	ABCG1
ENSG00000186529	1019.29722869518	-0.922607589794296	0.182270254771808	-5.06175618698372	4.1541205397857e-07	0.000216845092176814	CYP4F3
ENSG00000173153	253.099995709297	-0.723961578189592	0.14354299234178	-5.04351739070492	4.57051206593613e-07	0.000222126886404496	ESRRA
ENSG00000135074	842.03786242334	-0.794154038026592	0.161891427540905	-4.90547306975802	9.32024283790359e-07	0.000386351478110039	ADAM19
ENSG00000187808	109.005521702141	-1.28199244507886	0.26186138419961	-4.89569108861669	9.7960847757697e-07	0.000390226849122564	SOWAHD
ENSG00000175538	388.644680900685	-0.951755951326523	0.195652490162655	-4.86452255494058	1.14733423873689e-06	0.000425540230546256	KCNE3
ENSG00000148411	533.076962834934	-0.859474913774243	0.177072775132204	-4.85379479218391	1.21121071452793e-06	0.0004377129182194	NACC2
ENSG00000089902	563.606343396237	-0.745629885346478	0.154949515992946	-4.81208270040948	1.49365517762322e-06	0.000513453074961502	RCOR1
ENSG00000138829	57.8887223073188	-1.31986925377717	0.274190788129515	-4.81368926644512	1.48169138450987e-06	0.000513453074961502	FBN2
ENSG00000121210	455.820805730817	-0.510677543199802	0.106588373376809	-4.79111864663198	1.65854009778423e-06	0.000530819294154187	TMEM131L
ENSG00000170837	264.678710466678	-1.05785272368493	0.220994864275359	-4.78677514590043	1.69482533254849e-06	0.000530819294154187	GPR27
ENSG00000179921	213.151475359005	-0.978441188071635	0.204070767298893	-4.79461708809355	1.62985846957847e-06	0.000530819294154187	GPBAR1
ENSG00000116017	428.22360402324	-0.761228914113798	0.159585738274057	-4.77003097110431	1.84197596496768e-06	0.000552357643622436	ARID3A
ENSG00000138061	190.11962477673	-1.11532285750778	0.233775028552934	-4.77092384251485	1.83382871960362e-06	0.000552357643622436	CYP1B1
ENSG00000101384	25.9565850802426	-1.535791538939	0.324461917840328	-4.73334913743186	2.20845124852394e-06	0.000635222691769313	JAG1
ENSG00000162711	345.508354420828	-0.729586927224427	0.154798846811053	-4.71312895576643	2.43941709210085e-06	0.000648700839548479	NLRP3
ENSG00000159339	914.661911356705	-0.946248057818896	0.201413948688277	-4.69802644743031	2.62687422897563e-06	0.000685614173762639	PADI4
ENSG00000106829	708.20190711774	-0.534875645336759	0.114217760882976	-4.68294634041002	2.82780558519876e-06	0.000724638034868933	TLE4
ENSG00000147416	3855.05509211854	-0.624519694315658	0.134736900695404	-4.63510509067959	3.56756189234359e-06	0.000824282250994927	ATP6V1B2
ENSG00000146425	477.313639674638	-0.751213730940287	0.162812177709046	-4.61398982257179	3.95011775507102e-06	0.000883697772063032	DYNLT1
ENSG00000196730	363.513577885633	-0.875409326663969	0.19053256450939	-4.5945391482978	4.33706702707433e-06	0.000955103479368525	DAPK1
ENSG00000166747	480.822593687821	-0.694646789369704	0.152290820417596	-4.56131753355137	5.08336393458803e-06	0.00103841809641958	AP1G1
ENSG00000172578	284.007141432798	-0.577416414569159	0.127988328034918	-4.51147712791144	6.43777261397647e-06	0.00124293105782718	KLHL6
ENSG00000008083	662.319208063167	-0.57666709310096	0.128166151159679	-4.49937122932328	6.81547492685506e-06	0.00126391188972494	JARID2
ENSG00000066084	672.221302580507	-0.754702619258651	0.167710961936639	-4.50001962032616	6.79471906472052e-06	0.00126391188972494	DIP2B
ENSG00000158480	135.787743926925	-0.669290283632399	0.148856189688401	-4.49622071499626	6.91719336365032e-06	0.00126611588658815	SPATA2
