terms_articles_tot	Freq
interest statement	20
potential conflict	6
binding protein	5
differentially expressed genes	3
expressed genes	3
expression levels	3
fatty acids	3
guanylate binding	3
guanylate binding protein	3
highly expressed	3
immune cells	3
lipid droplets	3
signaling pathway	3
signaling pathways	3
1-acylglycerol-3-phosphate o-acyltransferase	2
adenosine monophosphate	2
bacterial burden	2
basic leucine	2
basic leucine zipper	2
basic leucine zipper transcription	2
basic leucine zipper transcription factor	2
batf2 expression	2
candidate genes	2
chain length	2
chronic kidney	2
chronic kidney disease	2
closely related	2
control group	2
control groups	2
disease severity	2
endoplasmic reticulum	2
expression omnibus	2
expression pattern	2
functional analysis	2
gastric cancer	2
genetic defect	2
global health	2
glycerol-3-phosphate acyltransferase	2
group showed	2
healthy control	2
higher number	2
immune response	2
inflammasome activation	2
inversely correlated	2
kidney disease	2
leucine zipper	2
leucine zipper transcription	2
leucine zipper transcription factor	2
lipid metabolism	2
lipid species	2
lipidomic analysis	2
mechanisms remain	2
mechanisms underlying	2
mitochondrial membrane	2
molecular mechanisms	2
protein-protein interaction	2
pyroptosis-related genes	2
repeat protein	2
serum metabolites	2
significantly elevated	2
significantly reduced	2
specific lipid	2
state university	2
tissue damage	2
transcription factor	2
underlying mechanisms	2
whole-genome sequencing	2
zipper transcription	2
zipper transcription factor	2
terms_articles_tot	Freq
author information	60
interest statement	40
authors declare	30
medical university	14
potential conflict	12
binding protein	10
analysis showed	8
online ahead	8
differentially expressed	6
differentially expressed genes	6
electronic address	6
enrichment analysis	6
expressed genes	6
expression levels	6
fatty acids	6
guanylate binding	6
guanylate binding protein	6
highly expressed	6
immune cells	6
lipid droplets	6
military medical	6
military medical university	6
rights reserved	6
signaling pathway	6
signaling pathways	6
significant differences	6
1-acylglycerol-3-phosphate o-acyltransferase	4
adenosine monophosphate	4
aheadof print	4
analysis revealed	4
bacterial burden	4
basic leucine	4
basic leucine zipper	4
basic leucine zipper transcription	4
basic leucine zipper transcription factor	4
batf2 expression	4
candidate genes	4
chain length	4
chinese academy	4
chronic kidney	4
chronic kidney disease	4
closely related	4
control group	4
control groups	4
differential metabolites	4
disease severity	4
endoplasmic reticulum	4
expression omnibus	4
expression pattern	4
findings revealed	4
functional analysis	4
gastric cancer	4
genetic defect	4
global health	4
glycerol-3-phosphate acyltransferase	4
group showed	4
healthy control	4
higher number	4
hokkaido university	4
immune response	4
incompletely understood	4
inflammasome activation	4
inversely correlated	4
kidney disease	4
leucine zipper	4
leucine zipper transcription	4
leucine zipper transcription factor	4
lipid metabolism	4
lipid species	4
lipidomic analysis	4
mechanisms remain	4
mechanisms underlying	4
medical center	4
medical college	4
medical school	4
medical sciences	4
mitochondrial membrane	4
molecular mechanisms	4
online aheadof	4
online aheadof print	4
patients compared	4
present study	4
protein-protein interaction	4
pyroptosis-related genes	4
repeat protein	4
results showed	4
results suggest	4
serum metabolites	4
showed significant	4
significantly elevated	4
significantly reduced	4
specific lipid	4
state university	4
technology published	4
tissue damage	4
transcription factor	4
underlying mechanisms	4
veterinary medicine	4
whole-genome sequencing	4
zipper transcription	4
zipper transcription factor	4
-inducible large	2
-inducible large guanosine	2
-inducible large guanosine triphosphate	2
-inducible large guanosine triphosphate hydrolases	2
-mass spectroscopy	2
-signal transducer	2
1-phosphate analogue	2
17β-estradiol remained	2
17β-estradiol remained unaffected	2
2-dipalmitoyl-sn-glycero-3-phospho ethanol	2
2-fold increase	2
5-fold increase	2
5-year survival	2
abortus burden	2
abortus infection	2
above-cited highlighted	2
above-cited highlighted genes	2
absolute shrinkage	2
abundant metabolites	2
accelerates gastric	2
accelerates gastric cancer	2
accelerates gastric cancer progression	2
access article distributed	2
accumulating studies	2
accumulation resulting	2
accurate diagnoses	2
acidic cluster	2
acidic cluster sorting	2
acidic cluster sorting protein	2
activating chondrocyte	2
activating chondrocyte pyroptosis	2
activating kinase	2
activating nonsense-mediated	2
activating nonsense-mediated decay	2
activating transcription	2
activating transcription factor	2
activation biological	2
activation biological process	2
activator protein	2
active pulmonary	2
activity drives	2
activity drives tissue	2
activity drives tissue damage	2
acylate lysophosphatidylcholine	2
acyltransferase gpat9	2
acyltransferase gpat9 catalyzes	2
acyltransferase gpat9 enhanced	2
ad-irf1 group	2
additional amount	2
additional genetic	2
additional genetic variants	2
adenocarcinoma macrophages	2
adenosine receptors	2
adenosine triphosphate-binding	2
adenosine triphosphate-binding cassette	2
adenosine triphosphate-binding cassette subfamily	2
adrenal cells	2
adsorbed monolayer	2
adverse effects	2
aeruginosa hemolytic	2
aeruginosa hemolytic phospholipase	2
aesthetic academy	2
affect spatial learning	2
affect total	2
affected significantly	2
affects middle-aged	2
affiliated hospital	2
affiliated jinling	2
affiliated jinling hospital	2
age-gender matching	2
aggrecan expression	2
aggregates depending	2
aggregation process	2
aging process	2
alanine aminotransferase	2
aldosterone production	2
alexander drive	2
algorithms proposed	2
alkyl chain	2
alkyl chain consisting	2
alkyl chains	2
alkyl tails aggregated	2
alphaproteobacterial ancestor	2
alteration originated	2
altered fatty	2
alternative splicing	2
alternative splicing analysis	2
alternative splicing events	2
alternative splicing factor	2
alternative splicing factors	2
alternative splicing factors including	2
alternative splicing factors including heterogeneous	2
alternative splicing pathway	2
alveolar macrophages	2
alveolar macrophages treated	2
alveolar space	2
aminophylline involves subcutaneous	2
aminophylline involves subcutaneous injections	2
ammonium compounds	2
ammonium surfactant	2
ammonium surfactants	2
ammonium surfactants interacting	2
analyses revealed	2
analysis proved	2
analysis uncovered	2
analyzed clinico-epidemiological	2
analyzed clinico-epidemiological factors	2
ancient beijing genotype	2
and-α pathways	2
angioedema severity	2
angle microscopy	2
animal genetics	2
animal husbandry	2
animal studies	2
anion channel	2
anionic lipids	2
anionic phospholipids	2
anionic phospholipids dihexadecyl	2
anionic phospholipids dihexadecyl phosphate	2
ankrd22 considerably	2
ankrd22 considerably attenuated	2
ankrd22 overexpression	2
ankrd22 overexpression demonstrated	2
ankrd22 promotes	2
ankrd22 substantially	2
ankrd22 substantially attenuated	2
ankrd22 substantially attenuated pyruvic	2
ankyrin repeat	2
ankyrin repeat protein	2
ankyrin repeat protein capable	2
anti-tb therapy	2
antibiotic resilience	2
antiviral activity	2
antiviral response	2
anxiety-like behaviours	2
applied biological	2
applied biological sciences	2
applied sciences	2
article distributed	2
aspartate aminotransferase	2
assay combined	2
assay proved	2
assembly platform	2
assessed phenotypic	2
assessed phenotypic markers	2
assessing postoperative	2
assessing postoperative efficacy	2
attenuated pyruvic	2
author guidelines	2
autoimmune disease	2
autoimmune disease primarily	2
autoimmune disease primarily characterized	2
autonomous regional	2
autonomous regional academy	2
autophagy activating	2
autophagy activating kinase	2
autophagy cargo	2
autophagy cargo receptor	2
autophagy related	2
avoid long-term	2
avoid long-term symptoms	2
bacterial burden compared	2
basal forms	2
basal metazoa	2
based mixture	2
bases decreased	2
basic medical	2
basic medical science	2
batf2 bound	2
batf2 deficiency	2
batf2 enhances colorectal	2
batf2 enhances colorectal cancer	2
batf2 enhances colorectal cancer proliferation	2
batf2 enhances kp-induced	2
batf2 enhances kp-induced macrophage	2
batf2 enhances kp-induced macrophage cytokine	2
batf2 enhances proinflammatory	2
batf2 enhances proinflammatory cytokine	2
batf2 enhances proinflammatory cytokine responses	2
batf2 expression downstream	2
batf2 markedly	2
batf2 markedly enhanced	2
batf2 markedly enhanced macrophage	2
batf2 markedly enhanced macrophage proinflammatory	2
batf2 protein	2
batf2-binding proteins	2
beijing genotype	2
betaine induction	2
bidirectional associations	2
bilayer disintegration	2
bilayer disintegration kinetics	2
bilayer systems	2
binding protein immunoprecipitation	2
binding sites	2
biochemical analysis	2
biochemical analysis revealed	2
biochemical comparison	2
biochemical societies	2
biocomputational analysis revealed	2
bioinformatics analysis uncovered	2
biological characteristics	2
biological effects	2
biological process	2
biological responses	2
biological sciences	2
biomedical engineering	2
biomedical materials	2
biomedical materials science	2
biomedical sciences	2
biomedical sciences graduate	2
biomedical sciences graduate program	2
biosynthesis begins	2
blood sample	2
blood transcriptomic	2
blood transcriptomic signatures	2
blood transfusion	2
blood-brain barrier	2
bnagpat9 encoded	2
bnagpat9 enhanced	2
bnagpat9 promotes	2
board member	2
bowel disease	2
bowel diseases	2
brain maturation	2
brain region	2
brassica napus enhanced	2
brassica napus enhanced phosphatidic	2
brassica napus remains	2
breast cancer	2
breeding engineering	2
breeding engineering gansu	2
breeding engineering gansu province	2
brewster angle	2
brewster angle microscopy	2
brucella abortus	2
brucella abortus infection	2
brucella intracellular	2
brucella-containing vacuole	2
burden compared	2
business media	2
calcium binding	2
canadian household	2
cancer biology	2
cancer cells	2
cancer center	2
cancer centre	2
cancer hospital	2
cancer hospital affiliated	2
cancer patients	2
cancer patients compared	2
cancer progression	2
cancer proliferation	2
cancer recurrence	2
cancer recurrence patients	2
cancer research	2
cancer tissues	2
candidate batf2-binding	2
candidate batf2-binding proteins	2
candidate genes previously	2
capable tumour suppressor	2
carbon atoms	2
carbon metabolites	2
card17 showed	2
card17 showed significant	2
card17 showed significant specificity	2
cardiovascular surgery	2
cargo receptor	2
carrying mutations	2
carrying mutations supposedly	2
carrying mutations supposedly activating	2
carrying mutations supposedly activating nonsense-mediated	2
cartilage degeneration	2
cartilage matrix	2
cartilage matrix components	2
cartilage specimens	2
cassette subfamily	2
catabolic factors	2
catabolite repression	2
catabolite repression control	2
cationic dendrimer	2
cationic quaternary	2
cationic quaternary ammonium	2
cationic quaternary ammonium surfactants	2
cationic quaternary ammonium surfactants interacting	2
cazymes family	2
cazymes family analysis	2
cazymes family analysis showed	2
cell-autonomous immunity	2
cells achieve	2
cells demonstrated	2
cells evince	2
