weights	features	abs_weight
0.501779773230145	ENSG00000168016	0.501779773230145
0.502203260094094	ENSG00000137628	0.502203260094094
0.502367700334806	ENSG00000125148	0.502367700334806
0.502733160456236	ENSG00000137757	0.502733160456236
0.504108203696061	ENSG00000064932	0.504108203696061
0.506338179257573	ENSG00000119922	0.506338179257573
0.506830677965329	ENSG00000111335	0.506830677965329
0.509217135173764	ENSG00000177409	0.509217135173764
0.50961622315628	ENSG00000159189	0.50961622315628
0.510451053489896	ENSG00000078081	0.510451053489896
0.512834334733672	ENSG00000182541	0.512834334733672
0.512945082489517	ENSG00000203666	0.512945082489517
0.513554979796755	ENSG00000112062	0.513554979796755
0.514342357481949	ENSG00000165168	0.514342357481949
0.514927781179174	ENSG00000125347	0.514927781179174
0.515691843547348	ENSG00000187116	0.515691843547348
0.520074413225584	ENSG00000260943	0.520074413225584
0.521083249058177	ENSG00000157601	0.521083249058177
0.521359371161987	ENSG00000173821	0.521359371161987
0.524152314482376	ENSG00000119686	0.524152314482376
0.52456619872377	ENSG00000088827	0.52456619872377
0.527638963212689	ENSG00000160932	0.527638963212689
0.529160549198271	ENSG00000115415	0.529160549198271
0.529208749132495	ENSG00000185507	0.529208749132495
0.531002384514265	ENSG00000113368	0.531002384514265
0.532283195014468	ENSG00000172159	0.532283195014468
0.533434089878006	ENSG00000170909	0.533434089878006
0.535192191819896	ENSG00000188313	0.535192191819896
0.535231611145947	ENSG00000137965	0.535231611145947
0.536018166816759	ENSG00000138119	0.536018166816759
0.536451480489003	ENSG00000100985	0.536451480489003
0.539691188626071	ENSG00000075399	0.539691188626071
0.540136122592535	ENSG00000170581	0.540136122592535
0.54248779364689	ENSG00000168394	0.54248779364689
0.54530431383433	ENSG00000180061	0.54530431383433
0.550261807844274	ENSG00000136514	0.550261807844274
0.552033435659178	ENSG00000162645	0.552033435659178
0.552480648847338	ENSG00000145365	0.552480648847338
0.553242880365297	ENSG00000132274	0.553242880365297
0.553763140740595	ENSG00000025708	0.553763140740595
0.554245999461506	ENSG00000197646	0.554245999461506
0.555194641422754	ENSG00000139572	0.555194641422754
0.555232902455813	ENSG00000126262	0.555232902455813
0.561241155031838	ENSG00000146859	0.561241155031838
0.563953951949971	ENSG00000157551	0.563953951949971
0.564354646596961	ENSG00000068079	0.564354646596961
0.565967214628927	ENSG00000129667	0.565967214628927
0.56744299199485	ENSG00000187608	0.56744299199485
0.573384399855893	ENSG00000156587	0.573384399855893
0.575533481729348	ENSG00000185338	0.575533481729348
0.579087087267513	ENSG00000134243	0.579087087267513
0.580085498463169	ENSG00000116663	0.580085498463169
0.584817536346674	ENSG00000173369	0.584817536346674
0.585840682702374	ENSG00000167207	0.585840682702374
0.588827882966973	ENSG00000152229	0.588827882966973
0.590989332420449	ENSG00000173193	0.590989332420449
0.592537185501968	ENSG00000174944	0.592537185501968
0.593045302482984	ENSG00000198216	0.593045302482984
0.594082908818951	ENSG00000100336	0.594082908818951
0.598810724537675	ENSG00000137959	0.598810724537675
0.602833476102286	ENSG00000134326	0.602833476102286
0.605710563803972	ENSG00000221963	0.605710563803972
0.607353396910915	ENSG00000134321	0.607353396910915
0.611219778921474	ENSG00000123700	0.611219778921474
0.612706093017205	ENSG00000135636	0.612706093017205
0.619851415669432	ENSG00000162772	0.619851415669432
0.622597877812943	ENSG00000112053	0.622597877812943
0.625958945164243	ENSG00000126709	0.625958945164243
0.628978876546966	ENSG00000141574	0.628978876546966
0.630567083061788	ENSG00000100342	0.630567083061788
0.635322286805152	ENSG00000108679	0.635322286805152
0.638133800177719	ENSG00000142089	0.638133800177719
0.63975212231036	ENSG00000119917	0.63975212231036
0.644813638503931	ENSG00000185339	0.644813638503931
0.648124114606441	ENSG00000073737	0.648124114606441
0.648699225759599	ENSG00000089127	0.648699225759599
0.652936112070751	ENSG00000162512	0.652936112070751
0.653418634513051	ENSG00000162654	0.653418634513051
0.654719733822776	ENSG00000183347	0.654719733822776
0.661401440363492	ENSG00000108387	0.661401440363492
0.677709757333134	ENSG00000140464	0.677709757333134
0.68284689884986	ENSG00000140105	0.68284689884986
0.685751299847606	ENSG00000225492	0.685751299847606
0.691118680119904	ENSG00000233030	0.691118680119904
0.691450848658857	ENSG00000111331	0.691450848658857
0.697323543590414	ENSG00000198019	0.697323543590414
0.70115756812575	ENSG00000079385	0.70115756812575
0.702328041877298	ENSG00000010030	0.702328041877298
0.702961889694488	ENSG00000183762	0.702961889694488
0.709181399966716	ENSG00000163568	0.709181399966716
0.721906257330407	ENSG00000145685	0.721906257330407
0.723729186315613	ENSG00000133106	0.723729186315613
0.753959512503623	ENSG00000154451	0.753959512503623
0.772943486287044	ENSG00000117228	0.772943486287044
0.778227618921007	ENSG00000074660	0.778227618921007
0.795038709778182	ENSG00000265531	0.795038709778182
0.828192642209049	ENSG00000120217	0.828192642209049
0.837336804924255	ENSG00000150337	0.837336804924255
0.861101464896885	ENSG00000152766	0.861101464896885
0.87000021895474	ENSG00000168062	0.87000021895474
1	ENSG00000149131	1
