weights	features	abs_weight
0.502309457768751	TRANK1	0.502309457768751
0.502470354031605	DDX60	0.502470354031605
0.50256660013446	MT2A	0.50256660013446
0.502999857163903	CASP5	0.502999857163903
0.504774763927828	SBNO2	0.504774763927828
0.5067277297212	IFIT2	0.5067277297212
0.506854973500539	OAS2	0.506854973500539
0.509328019730825	SAMD9L	0.509328019730825
0.509725006861367	C1QC	0.509725006861367
0.510403927020476	LAMP3	0.510403927020476
0.513113550209879	EFCAB2	0.513113550209879
0.513353380242403	LIMK2	0.513353380242403
0.514106634998433	MAPK14	0.514106634998433
0.514381426222165	CYBB	0.514381426222165
0.515497454750497	IRF1	0.515497454750497
0.516098562889387	LILRA5	0.516098562889387
0.520352162022499	LINC02555	0.520352162022499
0.521345358985998	MX1	0.521345358985998
0.521744365265552	RNF213	0.521744365265552
0.524200772212322	FLVCR2	0.524200772212322
0.524492202719569	SIGLEC1	0.524492202719569
0.527905686297531	LY6E	0.527905686297531
0.529364745807835	STAT1	0.529364745807835
0.529541832654426	IRF7	0.529541832654426
0.531538995376149	LMNB1	0.531538995376149
0.532690732928656	FRMD3	0.532690732928656
0.533986951810391	OSCAR	0.533986951810391
0.5354141536363	IFI44	0.5354141536363
0.535431465969487	PLSCR1	0.535431465969487
0.535831556606843	MYOF	0.535831556606843
0.537130766820446	MMP9	0.537130766820446
0.540090278395779	VPS9D1	0.540090278395779
0.540335567608961	STAT2	0.540335567608961
0.542804201624742	TAP1	0.542804201624742
0.545449324220739	TMEM150B	0.545449324220739
0.550365241621092	RTP4	0.550365241621092
0.552389775029409	GBP2	0.552389775029409
0.552625978072042	TIFA	0.552625978072042
0.55360444272609	TRIM22	0.55360444272609
0.554011301251798	TYMP	0.554011301251798
0.554125869262345	PDCD1LG2	0.554125869262345
0.555257303149798	GPR84	0.555257303149798
0.555919995333522	FFAR2	0.555919995333522
0.561950894296054	TMEM140	0.561950894296054
0.564642382536006	IFI35	0.564642382536006
0.564671211496885	KCNJ15	0.564671211496885
0.566296364709164	RHBDF2	0.566296364709164
0.567698514130678	ISG15	0.567698514130678
0.573666146424199	UBE2L6	0.573666146424199
0.576087666963058	SOCS1	0.576087666963058
0.579365605815747	SORT1	0.579365605815747
0.58041859202496	FBXO6	0.58041859202496
0.584923874343122	C1QB	0.584923874343122
0.586480563447271	NOD2	0.586480563447271
0.588983448212941	PSTPIP2	0.588983448212941
0.591525893342567	PARP14	0.591525893342567
0.592466966348264	P2RY14	0.592466966348264
0.593477326078356	CACNA1E	0.593477326078356
0.593616909101651	APOL4	0.593616909101651
0.598809150783318	IFI44L	0.598809150783318
0.603135701022362	CMPK2	0.603135701022362
0.606083022920333	APOL6	0.606083022920333
0.607635112851734	RSAD2	0.607635112851734
0.612163503208577	KCNJ2	0.612163503208577
0.613307725039766	DYSF	0.613307725039766
0.619997614412835	ATF3	0.619997614412835
0.623186000267724	SLC26A8	0.623186000267724
0.626256004163934	IFI6	0.626256004163934
0.629490568704536	SECTM1	0.629490568704536
0.630844819424513	APOL1	0.630844819424513
0.635408844022235	LGALS3BP	0.635408844022235
0.638404962021303	IFITM3	0.638404962021303
0.640048250183032	IFIT3	0.640048250183032
0.644821144528443	TCN2	0.644821144528443
0.648763645147274	OAS1	0.648763645147274
0.648989116786831	DHRS9	0.648989116786831
0.653238602838624	SDC3	0.653238602838624
0.653503709625433	GBP4	0.653503709625433
0.655005283439912	GBP6	0.655005283439912
0.661128614557167	SEPTIN4	0.661128614557167
0.678088494066319	PML	0.678088494066319
0.682752803064919	WARS1	0.682752803064919
0.685553961009485	GBP1P1	0.685553961009485
0.691342711657295	AC243772.2	0.691342711657295
0.691674375578168	OAS3	0.691674375578168
0.697467388873891	FCGR1B	0.697467388873891
0.701759277054914	CEACAM1	0.701759277054914
0.702389625462815	ETV7	0.702389625462815
0.703449304777082	KREMEN1	0.703449304777082
0.709418582303131	AIM2	0.709418582303131
0.722208021705104	LHFPL2	0.722208021705104
0.723965130044414	EPSTI1	0.723965130044414
0.754112819577071	GBP5	0.754112819577071
0.773069188758276	GBP1	0.773069188758276
0.778853228058394	SCARF1	0.778853228058394
0.794986228655912	FCGR1CP	0.794986228655912
0.828272498367855	CD274	0.828272498367855
0.837234902561104	FCGR1A	0.837234902561104
0.860757240705745	ANKRD22	0.860757240705745
0.870216953822062	BATF2	0.870216953822062
1	SERPING1	1
