X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000211598	3131.82753818192	6.07448531352428	0.659851740892506	9.20583357908251	3.39029449790704e-20	8.05442594955042e-17	IGKV4-1
ENSG00000259976	2014.59490071054	1.13186024569975	0.133010632695239	8.50954711487712	1.74614030419199e-17	2.06351876588192e-14	AC093010.2
ENSG00000179388	661.444056125002	2.14889632747264	0.269385464238064	7.97703147625514	1.49894609910238e-15	1.26528181576802e-12	EGR3
ENSG00000211949	3642.36784171066	5.51758844215176	0.707392596854872	7.79989565438404	6.19583852150932e-15	4.57624633198678e-12	IGHV3-23
ENSG00000189233	693.593097784852	2.02217275414673	0.270030340436184	7.48868720040973	6.95659124118231e-14	4.19439860468347e-11	NUGGC
ENSG00000158486	60.1720334679585	2.31098417381045	0.309241763973689	7.47306619945123	7.83474072671407e-14	4.62939160060081e-11	DNAH3
ENSG00000160145	45.9123895856729	3.22944541866335	0.445188066811596	7.25411496716971	4.04296612958465e-13	1.92653856987821e-10	KALRN
ENSG00000271046	53.8427629369225	2.41100880949571	0.333790475222135	7.22312045570267	5.08079707036352e-13	2.34542294760656e-10	AL512631.1
ENSG00000120217	319.428418389652	1.32875839403738	0.184065147205135	7.21895706065702	5.23877925616778e-13	2.38114606683417e-10	CD274
ENSG00000011638	1442.80074045866	1.23150491484698	0.171616904439677	7.17589516526826	7.18355862482154e-13	3.16762770166758e-10	TMEM159
ENSG00000167641	52.9952196218882	4.21543639602226	0.589743514443619	7.14791480157136	8.81059639681795e-13	3.77246753547231e-10	PPP1R14A
ENSG00000261026	125.500704045021	2.1005309479763	0.297921707995229	7.05061394186803	1.78130080003747e-12	6.92554220694913e-10	AC105046.1
ENSG00000105486	4923.20071101779	0.583852327936757	0.083870507217926	6.96135444155235	3.37016659010701e-12	1.22923705849533e-09	LIG1
ENSG00000127951	588.560759252383	1.94793645751624	0.280104084522185	6.95433078328409	3.54239550779733e-12	1.27629918149225e-09	FGL2
ENSG00000148429	9535.10943744219	0.973590488482095	0.14127215520866	6.89159507083399	5.51702308824672e-12	1.8735049438984e-09	USP6NL
