X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000222037	2215.53331824264	-7.18297472632903	0.598779270773613	-11.9960310533943	3.72746391559475e-33	1.10124193922331e-28	IGLC6
ENSG00000165449	122.126719585174	-7.0818879790887	0.615535720615097	-11.5052428996515	1.24139356828883e-30	1.83378657907626e-26	SLC16A9
ENSG00000198794	339.496739541943	-4.92371252543967	0.460393129484868	-10.6945829772672	1.07903950054386e-26	1.06263810013559e-22	SCAMP5
ENSG00000273123	6.27613771243965	-3.97069850418789	0.382087633998	-10.3921146639587	2.69314760657674e-25	1.98915882221758e-21	AC020634.2
ENSG00000153944	19668.708784886	-1.30414403022748	0.126713875488316	-10.2920380676678	7.65389076844227e-25	4.52253097725717e-21	MSI2
ENSG00000176871	5433.83293343551	-1.04508086689777	0.106552616604913	-9.808120158821	1.03885762963069e-22	5.11533496830154e-19	WSB2
ENSG00000005421	16.1832440639357	-6.61098004887159	0.698560087601062	-9.46372426110756	2.97166223083856e-21	1.09743486184868e-17	PON1
ENSG00000180712	759.421572446763	-3.70400858216123	0.39136781835226	-9.46426458301011	2.95633990046302e-21	1.09743486184868e-17	LINC02363
ENSG00000075651	200.89402820221	-3.68881342289125	0.393381492048722	-9.3771910917313	6.77536352843978e-21	2.20565677443592e-17	PLD1
ENSG00000169427	149.661008983261	-3.95360074333214	0.422079707301978	-9.36695291181939	7.46566739248551e-21	2.20565677443592e-17	KCNK9
ENSG00000186522	707.011801693843	-5.59177456732617	0.603676020549814	-9.26287342378336	1.99003217795643e-20	5.34486460595861e-17	SEPTIN10
ENSG00000148600	357.607843499306	-3.30035034628931	0.358692125746704	-9.20106718099494	3.54412189764945e-20	8.05442594955042e-17	CDHR1
ENSG00000178343	87.2479744405945	-5.56024302359006	0.605078536842642	-9.18929144736144	3.95437440220264e-20	8.34485980990535e-17	SHISA3
ENSG00000158528	1466.60350173513	-5.57510921055081	0.620564655492857	-8.983929653749	2.61264812636524e-19	5.14587174968898e-16	PPP1R9A
ENSG00000145362	89.6085799003564	-2.77684597891873	0.309485424360089	-8.97246125454956	2.89961310704751e-19	5.35413560216323e-16	ANK2
ENSG00000211682	30.9023905217823	-6.10617170511119	0.681158262990576	-8.96439496792197	3.11988938942883e-19	5.42200071301679e-16	IGLJ6
ENSG00000102780	1020.18685177797	-2.98073150446358	0.334674926270142	-8.90634843094758	5.27409885714966e-19	8.65655425753498e-16	DGKH
ENSG00000176834	1586.24404616754	-1.90455332392694	0.214135652532422	-8.8941439755744	5.88713299097695e-19	9.15418195186436e-16	VSIG10
ENSG00000171246	323.757373176468	-4.26342533494618	0.485366469573964	-8.78393049830668	1.57859253828085e-18	2.33189689754847e-15	NPTX1
ENSG00000099954	242.856554471937	-3.42704664369243	0.392181827639349	-8.73841264986899	2.36408590368534e-18	3.17475245174907e-15	CECR2
ENSG00000114541	263.292533983229	-3.41431856287268	0.390502914849464	-8.7433881618755	2.26221804950213e-18	3.17475245174907e-15	FRMD4B
ENSG00000073282	130.448343086869	-4.98557372690402	0.572320720916758	-8.7111536323864	3.00797655969393e-18	3.86381128172163e-15	TP63
ENSG00000198142	364.427094512812	-4.98422803130547	0.582897070700807	-8.55078586226728	1.2225325111255e-17	1.5049375211955e-14	SOWAHC
ENSG00000166342	219.536966710004	-5.71665362986233	0.673165196621637	-8.49220021853783	2.02761305377374e-17	2.30399231002659e-14	NETO1
ENSG00000167549	480.332303976364	-1.84553255138402	0.218029378706692	-8.46460491852685	2.57022456401864e-17	2.81239683405062e-14	CORO6
ENSG00000089220	22029.4322002416	-0.642182430863751	0.076843551573713	-8.3570113264186	6.43271262876481e-17	6.78743078229384e-14	PEBP1
ENSG00000182195	330.97219077551	-3.97145420447301	0.481947085772653	-8.24043618420477	1.7158396492667e-16	1.74802643441156e-13	LDOC1
ENSG00000227765	24.6696815897565	-2.43610636490887	0.296235509356103	-8.22354609075727	1.97572792393116e-16	1.94569685948741e-13	MYL12BP2
ENSG00000065534	1152.16586708213	-3.34541744620647	0.408963084271692	-8.18024309495858	2.83271813826829e-16	2.69967176377414e-13	MYLK
