X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000211598	2830.86515129967	5.58403764093748	0.635309584738199	8.78947488764643	1.5026062955931e-18	2.12933622621691e-15	IGKV4-1
ENSG00000259976	2054.94774179112	1.11252160856833	0.127273840711666	8.74116473854755	2.3071929757431e-18	2.98520677239735e-15	AC093010.2
ENSG00000211949	4899.42680796956	5.6104884357706	0.704361042826964	7.96535880697322	1.64745044451104e-15	1.16729708995724e-12	IGHV3-23
ENSG00000179388	667.672966376744	2.07904065628078	0.262385810613005	7.92360170477047	2.30727874064706e-15	1.59679786146316e-12	EGR3
ENSG00000167641	58.4910784042031	4.48093188824093	0.56947913333666	7.86847423537103	3.58992466823076e-15	2.37405707115287e-12	PPP1R14A
ENSG00000120217	377.975615903276	1.58291695229068	0.201264745611866	7.86484959140982	3.69541186704948e-15	2.39069047285925e-12	CD274
ENSG00000127951	726.873002436653	2.10831369798299	0.274314165853231	7.68576311553307	1.5208768838567e-14	9.05195503733833e-12	FGL2
ENSG00000189233	700.309137324243	1.94749445937944	0.255258671737356	7.62949382336078	2.35677222598624e-14	1.37519969947303e-11	NUGGC
ENSG00000271046	71.4477038242007	2.48484825229878	0.32932060626491	7.54537737702308	4.50979671247355e-14	2.4853155623426e-11	AL512631.1
ENSG00000112486	73.1157730492297	1.6031120288685	0.213358691158978	7.5136945214666	5.74816271251915e-14	3.11017407567014e-11	CCR6
ENSG00000158486	61.7173970832876	2.18393220771191	0.29972139943808	7.28654080691725	3.18014499141914e-13	1.50218944126416e-10	DNAH3
ENSG00000011638	1512.70506976247	1.23862697440142	0.172995051874737	7.1598982802022	8.07369462630409e-13	3.69638582129513e-10	TMEM159
ENSG00000254206	584.43761717796	0.993342316989523	0.139546331401949	7.11836926854282	1.09211453453844e-12	4.77944653431316e-10	NPIPB11
ENSG00000108798	148.025877596135	1.63144457174981	0.230429321549362	7.08002159091691	1.44132003862887e-12	6.04116099007841e-10	ABI3
ENSG00000164850	37.9166596005205	2.38163869661021	0.339994717632869	7.00492852710123	2.47111950092164e-12	9.48648812802764e-10	GPER1
ENSG00000105649	132.132873455921	1.91845659178537	0.276571202519395	6.93657392494014	4.01723076640433e-12	1.42650130842719e-09	RAB3A
ENSG00000148429	9600.45983183495	0.929033232229842	0.133938902558956	6.93624641146295	4.02655028421263e-12	1.42650130842719e-09	USP6NL
ENSG00000105486	4986.30423110384	0.568406748994138	0.0820391883732257	6.92847845359284	4.25390943578276e-12	1.48931871646422e-09	LIG1
ENSG00000160145	42.7884071039155	2.99894786860766	0.437937416416964	6.84789140225537	7.49464220278629e-12	2.42427236209475e-09	KALRN
ENSG00000203709	5960.15561275235	1.18914938475182	0.174236606470643	6.82491130216183	8.79796567764153e-12	2.69990079196442e-09	MIR29B2CHG
ENSG00000153064	12825.9357349508	1.35158682448139	0.201011606886403	6.723924281871	1.76894381347845e-11	5.26419989453052e-09	BANK1
